Index,Title,Artist,Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity
1440,Tusk,Fleetwood Mac,album rock,1988,181,62,61,-17,45,96,210,24,8,54
1441,MaidOfOrleans,Orchestral Manoeuvres In The Dark,art rock,1988,110,53,52,-14,5,35,252,7,3,34
1442,LikeTheWayIDo,Melissa Etheridge,folk,1988,101,84,60,-13,6,64,324,4,4,57
1443,LittleLies,Fleetwood Mac,album rock,1988,125,69,63,-10,16,89,218,12,3,59
1444,ZwartWit,Frank Boeijen Groep,dutch cabaret,1988,132,63,55,-12,37,79,186,3,3,46
1445,AllIWantIsYou,U2,irish rock,1988,186,44,24,-11,7,40,390,11,3,63
1446,TakeThisWaltz,Leonard Cohen,canadian folk,1988,142,18,44,-16,24,35,358,84,3,40
1447,Musica,Eros Ramazzotti,italian pop,1988,125,28,53,-14,18,6,659,24,3,38
1448,WhenLoveComesToTown,U2,irish rock,1988,116,67,65,-11,13,59,254,5,4,50
1449,Ichbinwiedu,Marianne Rosenberg,classic schlager,1988,129,74,48,-10,5,60,218,1,8,45
1450,Pamela,TOTO,album rock,1988,98,41,58,-16,6,53,310,13,3,53
1451,OrinocoFlow,Enya,celtic,1988,115,31,69,-17,10,56,266,80,3,57
1452,ListentoYourHeart,Roxette,europop,1988,86,58,54,-5,11,34,328,11,3,76
1453,FairytaleofNewYorkfeatKirstyMacColl,The Pogues,celtic punk,1988,119,65,32,-6,24,47,272,50,3,83
1454,LivingYears,Mike & The Mechanics,album rock,1988,98,42,52,-13,7,31,330,58,3,55
1455,Mushanga,TOTO,album rock,1988,122,31,72,-19,9,51,335,9,4,45
1456,BabyCanIHoldYou,Tracy Chapman,folk,1988,74,42,69,-11,8,47,193,8,3,72
1457,BigLove,Fleetwood Mac,album rock,1988,125,76,64,-12,13,64,219,1,5,49
1458,AngelOfHarlem,U2,irish rock,1988,103,69,52,-11,11,93,229,10,3,59
1459,HandleWithCare,Traveling Wilburys,album rock,1988,115,77,68,-6,25,71,200,11,3,63
1460,SomethingInsideSoStrong,Labi Siffre,classic uk pop,1988,82,38,68,-10,10,23,337,42,3,50
1461,IntoTemptation,Crowded House,australian pop,1988,84,37,45,-16,8,26,274,48,3,49
1462,TwistinMySobriety,Tanita Tikaram,new wave pop,1988,115,56,78,-11,7,94,292,7,3,46
1463,SympathyForTheDevil,The Rolling Stones,album rock,1989,115,69,57,-11,5,57,377,60,28,56
1464,AnotherDayinParadiseRemaster,Phil Collins,mellow gold,1989,102,56,78,-7,6,37,322,74,3,74
1465,NiemandInDeStad,De Dijk,dutch indie,1989,90,41,63,-13,31,70,291,6,3,41
1466,RockinintheFreeWorld,Neil Young,album rock,1989,132,88,49,-5,37,52,282,0,3,65
1467,Poison,Alice Cooper,album rock,1989,119,91,28,-6,18,26,270,3,11,70
1468,IWantItAllRemastered,Queen,glam rock,1989,92,84,41,-6,37,39,242,3,5,55
1469,IkKanHetNietAlleen,De Dijk,dutch indie,1989,142,85,53,-12,30,91,239,31,4,52
1470,Leningrad,Billy Joel,album rock,1989,139,52,51,-6,12,23,243,38,3,49
1471,HaveIToldYouLately,Van Morrison,classic rock,1989,144,48,34,-10,14,18,260,28,3,68
1472,Lullaby,The Cure,dance rock,1989,94,56,72,-11,6,59,250,19,3,53
1473,TheBest,Tina Turner,disco,1989,104,74,66,-10,12,75,330,11,3,64
1474,BreakthruRemastered,Queen,glam rock,1989,90,86,57,-6,36,31,248,6,9,48
1475,NeedYourLoveSoBad,Fleetwood Mac,album rock,1989,147,18,36,-19,10,25,233,13,3,49
1476,DaarGaatZe,Clouseau,belgian rock,1989,87,33,63,-15,13,64,229,83,3,39
1477,PersonalJesusOriginalSevenInchVersion,Depeche Mode,dance rock,1989,130,68,64,-12,5,71,225,1,4,61
1478,KingstonTown,UB40,reggae fusion,1989,102,25,96,-13,4,80,228,16,6,49
1479,WomanInChains,Tears For Fears,art rock,1989,160,61,43,-8,6,37,391,2,3,66
1480,NergensGoedVoor,De Dijk,dutch indie,1989,102,59,77,-12,27,72,262,12,3,47
1481,IWishItWouldRainDownRemaster,Phil Collins,mellow gold,1989,126,67,51,-5,31,36,328,29,3,61
1482,IfYouDontKnowMebyNowRemaster,Simply Red,british soul,1989,94,35,64,-9,11,20,204,49,3,72
1483,FreeFallin,Tom Petty,album rock,1989,84,45,62,-13,6,57,256,21,3,76
1484,LetLoveRule,Lenny Kravitz,permanent wave,1989,153,45,69,-13,7,70,342,3,4,51
1485,Epic,Faith No More,alternative metal,1989,174,89,36,-7,13,26,294,2,12,68
1486,BlackVelvet,Alannah Myles,classic canadian rock,1989,91,37,75,-10,11,47,287,27,3,71
1487,WeDidntStarttheFire,Billy Joel,album rock,1989,145,97,71,-5,36,90,288,8,5,73
1488,SowingTheSeedsOfLove,Tears For Fears,art rock,1989,172,80,21,-7,36,68,377,1,4,62
1489,NewYorkMinute,Don Henley,album rock,1989,132,29,55,-12,4,12,395,33,3,55
1490,SomethingHappenedontheWaytoHeavenRemaster,Phil Collins,mellow gold,1989,115,88,66,-4,27,88,292,18,3,57
1491,Lovesong,The Cure,dance rock,1989,140,81,61,-8,22,82,210,34,3,60
1492,MonkeyGonetoHeaven,Pixies,alternative rock,1989,116,39,65,-12,32,60,177,2,3,61
1493,TheMiracleRemastered,Queen,glam rock,1989,92,65,48,-6,55,54,301,16,3,33
1494,TheInvisibleManRemastered,Queen,glam rock,1989,120,79,70,-7,33,56,238,19,4,47
1495,IfICouldTurnBackTime,Cher,dance pop,1989,108,57,66,-10,12,50,240,24,3,72
1496,LoveShack,The B-52  s,art rock,1989,134,82,72,-6,85,87,322,3,5,69
1497,Thunderstruck,AC/DC,album rock,1990,134,89,50,-5,22,26,293,0,4,81
1498,Papa,Stef Bos,christelijk,1990,120,32,74,-13,8,29,193,72,3,57
1499,EnjoytheSilenceSingleMix,Depeche Mode,dance rock,1990,113,81,64,-8,8,82,257,16,3,65
1500,StillGotTheBlues,Gary Moore,album rock,1990,170,39,19,-14,12,32,371,26,4,65
1501,WindOfChange,Scorpions,album rock,1990,152,52,45,-10,10,25,312,32,4,77
1502,NothingComparesU,Sinéad O  Connor,folk,1990,120,57,51,-7,11,16,280,4,3,71
1503,SilentLucidityRemastered,Queensrÿche,album rock,1990,140,63,46,-6,12,10,348,5,3,61
1504,SuchaShame,Talk Talk,art rock,1990,112,68,60,-11,30,71,258,21,3,57
1505,HungerStrike,Temple Of The Dog,alternative metal,1990,138,57,37,-11,9,30,246,2,3,59
1506,Candy,Iggy Pop,alternative rock,1990,144,59,62,-11,5,65,253,4,3,60
1507,SendMeAnAngel,Scorpions,album rock,1990,81,42,15,-12,21,17,273,43,3,69
1508,DontGoBreakingMyHeart,Elton John,glam rock,1990,131,86,74,-8,7,78,271,18,4,69
1509,NightFeverFromSaturdayNightFeverSoundtrack,Bee Gees,adult standards,1990,109,51,74,-16,14,90,210,2,3,54
1510,MoreThanWords,Extreme,album rock,1990,92,13,63,-15,11,24,334,47,3,67
1511,ItMustHaveBeenLoveFromtheFilmPrettyWoman,Roxette,europop,1990,81,65,52,-7,26,72,259,34,3,73
1512,Domino,Clouseau,belgian rock,1990,75,19,49,-16,22,21,248,72,4,31
1513,MetHartEnZiel,Tröckener Kecks,dutch indie,1990,167,61,38,-12,26,70,226,11,3,38
1514,LoveRearsItsUglyHead,Living Colour,alternative metal,1990,156,48,62,-9,23,73,259,6,9,50
1515,HardToHandle,The Black Crowes,album rock,1990,104,79,59,-4,31,96,188,0,4,68
1516,Black,Pearl Jam,alternative rock,1991,77,68,36,-6,34,20,343,32,3,75
1517,DeBoerIsDeKeerl,Normaal,dutch rock,1991,85,40,52,-13,8,63,221,21,3,51
1518,NovemberRain,Guns N   Roses,glam metal,1991,80,64,29,-9,11,23,536,2,3,80
1519,NothingElseMatters,Metallica,alternative metal,1991,142,36,56,-11,8,17,389,5,3,69
1520,SmellsLikeTeenSpirit,Nirvana,alternative rock,1991,117,91,50,-5,11,72,302,0,6,74
1521,InnuendoRemastered,Queen,glam rock,1991,73,73,21,-6,30,17,393,18,6,49
1522,Alive,Pearl Jam,alternative rock,1991,75,88,28,-6,40,60,341,1,4,75
1523,EnterSandman,Metallica,alternative metal,1991,123,82,58,-9,6,64,332,0,3,74
1524,WhoWantsToLiveForeverRemastered,Queen,glam rock,1991,87,40,14,-9,12,4,295,58,4,51
1525,UndertheBridge,Red Hot Chili Peppers,alternative rock,1991,85,35,56,-13,14,46,264,6,5,81
1526,Deurdonderen,Normaal,dutch rock,1991,175,79,46,-10,11,86,234,1,8,49
1527,TheShowMustGoOnMix,Queen,glam rock,1991,83,69,31,-7,11,18,278,41,3,58
1528,LosingMyReligion,R  E  M  ,alternative rock,1991,126,86,67,-5,10,80,268,18,3,81
1529,ComeAsYouAre,Nirvana,alternative rock,1991,120,82,50,-6,9,54,219,0,4,72
1530,Jeremy,Pearl Jam,alternative rock,1991,109,85,28,-6,18,29,318,4,4,73
1531,One,U2,irish rock,1991,181,53,39,-9,16,33,276,25,4,77
1532,KnockinOnHeavensDoor,Guns N   Roses,glam metal,1991,132,74,50,-7,11,38,336,2,4,77
1533,TheUnforgiven,Metallica,alternative metal,1991,139,60,54,-10,13,25,387,1,3,65
1534,TheseAreTheDaysOfOurLivesRemaster,Queen,glam rock,1991,113,40,69,-10,6,55,255,37,3,49
1535,Lithium,Nirvana,alternative rock,1991,123,66,68,-6,6,49,257,0,4,68
1536,LekkerOpDeTrekkernBoerinnenWervingslied,Mannenkoor Karrespoor,levenslied,1991,132,49,72,-12,11,97,216,73,4,39
1537,Estranged,Guns N   Roses,glam metal,1991,89,76,36,-8,37,17,564,1,3,63
1538,EvenFlow,Pearl Jam,alternative rock,1991,105,94,39,-7,30,27,293,0,8,75
1539,HammerToFallRemastered,Queen,glam rock,1991,127,79,43,-5,13,51,218,32,9,55
1540,SadButTrue,Metallica,alternative metal,1991,89,85,63,-6,6,43,325,0,3,63
1541,YearoftheCatRemaster,Al Stewart,album rock,1991,117,61,53,-10,12,53,401,1,3,61
1542,DontCryOriginal,Guns N   Roses,glam metal,1991,125,59,46,-9,10,24,284,0,3,74
1543,EverythingIDoIDoItForYou,Bryan Adams,album rock,1991,131,37,53,-13,6,25,394,8,3,64
1544,NoMoreTears,Ozzy Osbourne,album rock,1991,103,75,35,-7,65,32,443,0,4,66
1545,You,Ten Sharp,pop,1991,174,90,41,-8,19,67,273,43,3,61
1546,HealtheWorld,Michael Jackson,pop,1991,81,49,53,-8,10,10,384,54,5,68
1547,BestelMaredit,Rowwen Hèze,carnaval limburg,1991,160,85,58,-7,12,91,187,7,10,48
1548,OnEveryStreet,Dire Straits,album rock,1991,132,27,32,-11,17,15,302,58,4,56
1549,GiveItAway,Red Hot Chili Peppers,alternative rock,1991,92,94,67,-10,15,78,283,0,5,73
1550,FourSeasonsInOneDay,Crowded House,australian pop,1991,89,26,52,-17,9,49,170,82,3,51
1551,WalkinginMemphis,Marc Cohn,folk,1991,130,51,57,-9,30,33,253,55,4,69
1552,LearningToFly,Tom Petty and the Heartbreakers,album rock,1991,117,77,65,-10,36,95,242,21,3,71
1553,LiveAndLetDie,Guns N   Roses,glam metal,1991,153,78,26,-9,12,26,183,1,6,68
1554,InBloomNevermindVersion,Nirvana,alternative rock,1991,157,88,44,-5,21,51,255,0,6,64
1555,WeatherWithYou,Crowded House,australian pop,1991,94,61,64,-13,21,89,224,25,3,69
1556,ShinyHappyPeople,R  E  M  ,alternative rock,1991,125,91,45,-4,23,81,226,3,4,70
1557,Stars,Simply Red,british soul,1991,104,82,72,-7,24,82,249,15,3,49
1558,ImGoingSlightlyMadRemastered,Queen,glam rock,1991,116,83,64,-6,19,31,263,57,5,48
1559,OntheBorderRemaster,Al Stewart,album rock,1991,98,64,48,-12,8,73,202,6,3,49
1560,DiamondsandPearls,Prince,funk,1991,81,55,55,-10,7,29,285,5,3,47
1561,ICantDanceRemaster,Genesis,album rock,1991,108,53,91,-9,5,90,241,50,5,54
1562,NoSonofMineRemaster,Genesis,album rock,1991,104,60,66,-9,10,26,399,13,3,39
1563,ICantMakeYouLoveMe,Bonnie Raitt,classic rock,1991,125,15,59,-17,24,11,333,85,3,66
1564,LoveoftheCommonPeople,Paul Young,album rock,1991,91,61,74,-11,6,89,221,9,8,55
1565,MysteriousWays,U2,irish rock,1991,100,66,67,-8,11,70,244,0,3,63
1566,WeDontNeedAnotherHeroThunderdome,Tina Turner,disco,1991,99,67,69,-6,12,71,255,20,5,61
1567,CallingElvis,Dire Straits,album rock,1991,120,57,61,-12,16,39,385,9,3,54
1568,KillingInTheName,Rage Against The Machine,alternative metal,1992,89,83,47,-4,3,66,314,3,30,78
1569,FearoftheDarkRemaster,Iron Maiden,album rock,1992,110,87,31,-6,23,23,438,0,6,55
1570,BedOfRoses,Bon Jovi,glam metal,1992,165,60,31,-6,21,16,394,10,3,73
1571,EverybodyHurts,R  E  M  ,alternative rock,1992,94,32,47,-10,12,17,320,62,3,74
1572,Kayleigh,Marillion,album rock,1992,106,67,56,-7,9,60,243,2,3,58
1573,LaylaAcousticLiveatMTVUnpluggedBrayFilmStudios,Eric Clapton,album rock,1992,94,52,56,-12,94,64,289,32,5,70
1574,IWillAlwaysLoveYou,Whitney Houston,dance pop,1992,67,21,31,-13,8,11,271,84,4,77
1575,Nightswimming,R  E  M  ,alternative rock,1992,114,39,57,-11,10,57,258,80,3,62
1576,ConquestofParadise,Vangelis,cyberpunk,1992,74,30,43,-14,23,16,278,70,3,61
1577,Would,Alice In Chains,alternative metal,1992,101,83,31,-8,9,59,207,0,4,71
1578,FridayIminLove,The Cure,dance rock,1992,136,76,53,-12,34,51,214,0,3,67
1579,SharpDressedMan,ZZ Top,album rock,1992,125,77,65,-8,10,40,252,0,3,53
1580,ManOnTheMoon,R  E  M  ,alternative rock,1992,119,70,67,-8,20,66,314,42,3,67
1581,GimmeAllYourLovin,ZZ Top,album rock,1992,120,79,66,-7,6,71,240,5,3,44
1582,WhatsUp,4 Non Blondes,new wave pop,1992,134,56,56,-10,11,45,296,16,3,78
1583,Lavender,Marillion,album rock,1992,138,55,33,-6,9,23,224,31,3,51
1584,PlushRemaster,Stone Temple Pilots,alternative metal,1992,144,94,43,-5,14,47,314,1,4,61
1585,Eloise,Barry Ryan,bubblegum pop,1992,131,59,43,-12,36,46,345,22,3,45
1586,HarvestMoon,Neil Young,album rock,1992,113,31,65,-12,12,41,303,53,3,71
1587,Drive,R  E  M  ,alternative rock,1992,143,43,47,-12,23,24,271,18,3,62
1588,Remedy,The Black Crowes,album rock,1992,160,98,41,-4,8,35,323,0,5,56
1589,IveGotDreamstoRemember,Otis Redding,classic soul,1992,142,28,39,-13,14,40,196,50,3,49
1590,JumpAround,House Of Pain,gangster rap,1992,107,71,85,-6,17,82,215,1,8,74
1591,HumanTouch,Bruce Springsteen,classic rock,1992,115,52,65,-14,10,45,389,0,3,58
1592,VliegMetMeMeeLive,Paul de Leeuw,dutch cabaret,1992,176,47,35,-14,77,56,312,77,20,40
1593,InTheseArms,Bon Jovi,glam metal,1992,123,92,51,-3,21,46,319,1,6,59
1594,OutOfSpace,The Prodigy,big beat,1992,147,87,64,-11,11,61,298,0,6,48
1595,FindTheRiver,R  E  M  ,alternative rock,1992,145,44,42,-9,14,30,230,22,3,58
1596,IHaveNothing,Whitney Houston,dance pop,1992,153,40,54,-10,16,24,289,58,4,73
1597,Rosalyn,Vitesse,nederpop,1992,102,51,49,-13,7,67,208,1,6,39
1598,Rooster,Alice In Chains,alternative metal,1992,144,55,27,-8,12,20,374,3,3,68
1599,Why,Annie Lennox,europop,1992,91,47,53,-9,13,12,294,28,2,64
1600,RhythmIsADancer,SNAP!,diva house,1992,124,65,76,-15,9,86,332,21,3,57
1601,KeepTheFaith,Bon Jovi,glam metal,1992,118,97,57,-4,8,57,347,0,5,58
1602,NoRain,Blind Melon,alternative metal,1992,148,48,39,-9,26,57,217,62,3,73
1603,Creep,Radiohead,alternative rock,1993,92,43,52,-10,13,10,239,1,4,82
1604,ProudMary,Tina Turner,disco,1993,171,50,40,-11,11,37,327,8,7,66
1605,FieldsOfGold,Sting,permanent wave,1993,104,34,65,-12,7,32,222,37,2,69
1606,EagleShortVersion,ABBA,europop,1993,86,83,41,-8,17,65,263,0,3,41
1607,Linger,The Cranberries,irish rock,1993,95,43,44,-15,14,20,275,8,3,75
1608,AllesGeprobeerd,Het Goede Doel,dutch pop,1993,76,56,59,-15,8,84,388,11,4,38
1609,IdDoAnythingForLoveButIWontDoThatSingleEdit,Meat Loaf,album rock,1993,105,67,42,-6,41,30,316,62,9,59
1610,ShapeOfMyHeart,Sting,permanent wave,1993,84,37,54,-10,8,24,279,69,3,72
1611,IWillSurviveSingleVersion,Gloria Gaynor,disco,1993,116,62,80,-13,32,64,199,2,5,60
1612,OrdinaryWorld,Duran Duran,dance rock,1993,140,65,47,-10,14,40,340,1,3,72
1613,DisarmRemastered,The Smashing Pumpkins,alternative metal,1993,130,42,53,-10,14,22,197,14,3,62
1614,MrJones,Counting Crows,alternative rock,1993,142,82,58,-7,28,73,272,18,4,76
1615,HeartShapedBox,Nirvana,alternative rock,1993,203,64,26,-10,9,38,281,20,6,74
1616,DaughterRemastered,Pearl Jam,alternative rock,1993,97,70,62,-10,6,73,234,1,3,68
1617,InAGaddaDaVidaSingleVersion,Iron Butterfly,art rock,1993,119,53,47,-10,18,77,174,0,3,57
1618,Gaia,Valensia,classical rock,1993,174,33,38,-13,21,20,331,74,3,39
1619,MullOfKintyreDigitalRemaster,Wings,album rock,1993,93,26,33,-15,12,42,283,0,3,56
1620,Cosedellavita,Eros Ramazzotti,italian pop,1993,176,60,50,-9,22,47,289,6,3,48
1621,AreYouGonnaGoMyWay,Lenny Kravitz,permanent wave,1993,129,67,62,-10,33,78,212,0,4,72
1622,WhatsLoveGottoDowithIt,Tina Turner,disco,1993,98,41,85,-12,9,79,227,22,7,69
1623,RearviewmirrorRemastered,Pearl Jam,alternative rock,1993,159,96,37,-5,35,44,283,0,7,58
1624,Lasolitudine,Laura Pausini,europop,1993,132,47,57,-6,15,26,241,74,4,57
1625,UpWhereWeBelong,Joe Cocker,album rock,1993,139,43,57,-9,8,36,233,60,3,54
1626,RapeMe,Nirvana,alternative rock,1993,112,75,42,-11,7,23,170,1,5,64
1627,RoundHere,Counting Crows,alternative rock,1993,94,48,31,-9,8,19,331,14,3,61
1628,IWantYouBack,The Jackson 5,adult standards,1993,98,54,64,-13,28,94,181,49,3,65
1629,YoungerDays,The Fatal Flowers,dutch indie,1993,116,85,54,-7,31,31,188,2,4,42
1630,AllApologies,Nirvana,alternative rock,1993,113,63,45,-12,9,36,233,8,3,67
1631,Zombie,The Cranberries,irish rock,1994,167,64,31,-9,37,31,306,2,3,80
1632,Hallelujah,Jeff Buckley,alternative rock,1994,97,14,32,-10,18,8,414,93,3,73
1633,OudeMaasweg,The Amazing Stroopwafels,dutch rock,1994,90,26,75,-15,12,13,206,70,4,45
1634,LightningCrashes,Live,alternative metal,1994,90,43,39,-9,11,43,326,24,4,64
1635,BlackHoleSun,Soundgarden,alternative metal,1994,105,83,35,-5,8,15,319,0,4,76
1636,TheManWhoSoldTheWorld,Nirvana,alternative rock,1994,115,75,48,-9,26,42,261,43,8,73
1637,BasketCase,Green Day,modern rock,1994,85,94,44,-3,9,78,182,0,6,79
1638,WhereDidYouSleepLastNight,Nirvana,alternative rock,1994,109,59,57,-8,69,36,306,67,6,68
1639,HighHopes,Pink Floyd,album rock,1994,75,41,52,-13,35,28,511,20,3,59
1640,KissfromaRose,Seal,british soul,1994,132,53,58,-7,31,22,288,68,3,72
1641,Always,Bon Jovi,glam metal,1994,141,66,38,-6,8,33,353,12,3,76
1642,AllIWantforChristmasIsYou,Mariah Carey,dance pop,1994,150,63,34,-7,7,35,241,16,4,95
1643,IAlone,Live,alternative metal,1994,90,82,40,-7,37,10,231,0,5,62
1644,Sabotage,Beastie Boys,alternative rock,1994,168,94,32,-7,10,54,178,3,10,71
1645,SmoothOperatorSingleVersion,Sade,british soul,1994,119,58,73,-7,3,96,259,24,3,66
1646,GloryBox,Portishead,art pop,1994,120,43,51,-10,6,21,309,18,4,67
1647,DromenZijnBedrog,Marco Borsato,dutch cabaret,1994,132,86,61,-9,26,64,243,3,4,56
1648,OdeToMyFamily,The Cranberries,irish rock,1994,94,45,36,-10,28,14,271,6,2,69
1649,NoGoodStarttheDanceRemastered,The Prodigy,big beat,1994,145,99,64,-7,16,17,378,1,5,56
1650,WhenIComeAround,Green Day,modern rock,1994,98,91,53,-4,23,81,178,2,3,75
1651,LiveForeverRemastered,Oasis,britpop,1994,84,79,10,-4,36,18,277,0,4,55
1652,MmmMmmMmmMmm,Crash Test Dummies,canadian rock,1994,93,57,58,-8,8,37,235,25,2,57
1653,Annabel,Hans De Booij,dutch cabaret,1994,174,52,81,-14,10,59,213,6,30,45
1654,Polly,Nirvana,alternative rock,1994,115,39,62,-12,91,44,196,68,4,57
1655,Grace,Jeff Buckley,alternative rock,1994,128,87,55,-4,22,19,322,3,4,59
1656,StilInMij,Van Dik Hout,dutch cabaret,1995,99,65,59,-9,13,39,245,22,3,58
1657,WonderwallRemastered,Oasis,britpop,1995,175,87,37,-5,23,48,259,0,4,71
1658,DontLookBackInAngerRemastered,Oasis,britpop,1995,163,92,33,-4,13,34,290,6,6,63
1659,StreetsofPhiladelphiaSingleEdit,Bruce Springsteen,classic rock,1995,94,29,74,-13,9,44,195,29,3,70
1660,EarthSong,Michael Jackson,pop,1995,138,44,50,-8,9,14,406,48,3,63
1661,StreetSpiritFadeOut,Radiohead,alternative rock,1995,138,45,49,-12,18,13,254,31,3,62
1662,ManintheMirror,Michael Jackson,pop,1995,100,80,79,-6,11,27,319,43,4,64
1663,AanDeKust,BLØF,dutch pop,1995,78,31,51,-10,13,22,223,93,5,47
1664,BeatIt,Michael Jackson,pop,1995,139,80,76,-6,17,91,258,3,4,60
1665,Margherita,Marco Borsato,dutch cabaret,1995,119,25,54,-12,14,14,250,52,4,52
1666,Vivoperlei,Andrea Bocelli,adult standards,1995,136,46,53,-6,18,29,266,70,3,64
1667,CircleOfLife,Elton John,glam rock,1995,160,61,28,-8,11,16,290,28,4,54
1668,TheyDontCareAboutUs,Michael Jackson,pop,1995,90,91,86,-6,32,73,284,21,13,69
1669,ChampagneSupernovaRemastered,Oasis,britpop,1995,150,80,29,-5,36,12,448,47,4,63
1670,YouDoSomethingToMe,Paul Weller,britpop,1995,73,34,44,-13,11,30,219,48,3,58
1671,LemonTree,Fools Garden,german pop rock,1995,143,48,66,-9,12,64,191,64,4,73
1672,Weak,Skunk Anansie,british alternative rock,1995,94,77,53,-6,26,45,212,1,3,24
1673,IkLeefNietMeerVoorJou,Marco Borsato,dutch cabaret,1995,150,82,55,-9,4,57,217,2,5,60
1674,GangstasParadise,Coolio,g funk,1995,80,51,65,-10,40,39,241,7,6,80
1675,ConTePartir,Andrea Bocelli,adult standards,1995,135,37,24,-8,9,30,251,84,3,66
1676,DontSpeak,No Doubt,alternative rock,1995,76,71,52,-7,18,54,264,25,4,67
1677,HeavenForEveryoneRemastered,Queen,glam rock,1995,110,43,60,-10,17,27,336,29,3,49
1678,FakePlasticTrees,Radiohead,alternative rock,1995,74,23,45,-13,20,13,291,17,3,70
1679,TooMuchLoveWillKillYouRemaster,Queen,glam rock,1995,73,40,41,-8,16,21,259,58,3,49
1680,Remastered,The Smashing Pumpkins,alternative metal,1995,127,79,77,-10,5,96,266,2,3,74
1681,Avalon,Roxy Music,album rock,1995,137,49,76,-11,21,88,257,67,3,46
1682,YouDontFoolMeRemastered,Queen,glam rock,1995,122,83,59,-6,38,58,325,10,4,45
1683,CanYouFeelTheLoveTonight,Elton John,glam rock,1995,123,36,30,-9,10,15,240,81,3,58
1684,DearMama,2Pac,g funk,1995,84,54,77,-7,13,32,280,37,10,72
1685,Diane,Therapy?,alternative metal,1995,124,43,42,-12,25,4,300,68,4,44
1686,StrangerinMoscow,Michael Jackson,pop,1995,130,47,80,-9,32,59,344,25,4,58
1687,AnAmericanTrilogy,Elvis Presley,adult standards,1995,84,13,21,-14,96,17,272,73,3,31
1688,SecretGarden,Bruce Springsteen,classic rock,1995,87,33,52,-14,12,12,267,58,3,61
1689,TonightTonightRemastered,The Smashing Pumpkins,alternative metal,1995,149,67,29,-9,24,22,255,0,4,68
1690,BulletWithButterflyWingsRemastered,The Smashing Pumpkins,alternative metal,1995,122,72,40,-9,5,48,258,0,6,71
1691,AWintersTaleRemaster,Queen,glam rock,1995,54,56,36,-6,31,14,230,18,3,29
1692,Gold,Prince,funk,1995,90,86,53,-3,13,44,443,0,3,46
1693,HighAndDry,Radiohead,alternative rock,1995,88,38,42,-12,9,35,257,7,3,72
1694,Fairground,Simply Red,british soul,1995,123,73,72,-6,8,62,333,21,4,56
1695,Avond,Boudewijn de Groot,dutch indie,1996,98,37,48,-15,12,17,277,66,4,40
1696,SheTouslesvisagesdelamour,Charles Aznavour,chanson,1996,132,39,35,-10,15,36,153,22,3,60
1697,Insomnia,Faithless,big beat,1996,127,58,79,-10,17,26,527,18,4,55
1698,JesustoaChild,George Michael,dance rock,1996,174,42,53,-12,8,19,411,31,3,62
1699,DownUnder,Men At Work,album rock,1996,107,79,75,-5,5,89,221,5,3,74
1700,Jump,Van Halen,album rock,1996,130,82,55,-7,6,77,240,7,3,57
1701,HetIsEenNachtLevensecht,Guus Meeuwis,dutch pop,1996,138,62,63,-7,16,50,225,54,3,58
1702,WheretheWildRosesGrowRemaster,Nick Cave & The Bad Seeds,art rock,1996,155,47,34,-11,10,16,237,38,3,59
1703,BeautifulNoise,Neil Diamond,adult standards,1996,127,35,53,-15,15,73,193,12,3,57
1704,YesterdayWhenIWasYoung,Charles Aznavour,chanson,1996,68,51,33,-9,37,29,215,40,6,53
1705,DeWaarheid,Marco Borsato,dutch cabaret,1996,61,36,34,-11,33,9,312,11,3,50
1706,WereldZonderJou,Marco Borsato,dutch cabaret,1996,121,36,57,-10,17,9,236,51,3,55
1707,Wannabe,Spice Girls,dance pop,1996,110,86,77,-6,16,89,173,10,3,80
1708,HedonismJustBecauseYouFeelGood,Skunk Anansie,british alternative rock,1996,81,54,56,-9,16,31,207,9,3,32
1709,KillingMeSoftlyWithHisSong,Fugees,east coast hip hop,1996,92,29,77,-17,57,51,299,3,14,74
1710,YouHaveBeenLoved,George Michael,dance rock,1996,137,24,61,-16,11,16,331,24,3,53
1711,Children,Robert Miles,eurodance,1996,137,76,60,-11,6,39,243,0,3,67
1712,NoDiggity,Blackstreet,boy band,1996,89,65,87,-5,28,67,305,30,29,76
1713,CasserlavoixLiveSiCeSoir,Patrick Bruel,chanson,1996,135,72,27,-10,84,34,455,2,6,35
1714,BeautifulGoodbye,Amanda Marshall,canadian pop,1996,99,29,49,-8,18,4,317,65,3,37
1715,AintNobody,Chaka Khan,dance pop,1996,104,88,80,-7,14,82,281,19,4,70
1716,ALongDecember,Counting Crows,alternative rock,1996,71,58,39,-7,22,38,295,47,3,63
1717,NovocaineForTheSoul,Eels,alternative rock,1996,169,72,41,-8,8,31,189,0,4,54
1718,PerSpoorKedengKedeng,Guus Meeuwis,dutch pop,1996,126,88,58,-7,15,79,253,20,5,49
1719,BitterSweetSymphony,The Verve,alternative rock,1997,171,92,36,-6,41,52,357,3,5,78
1720,ZegMeDatHetNietZoIs,Frank Boeijen,dutch cabaret,1997,70,13,35,-14,17,29,161,85,4,48
1721,Duhast,Rammstein,alternative metal,1997,125,92,64,-6,33,72,234,0,4,67
1722,TakeMeHomeCountryRoads,John Denver,adult standards,1997,164,43,26,-13,19,55,198,55,3,77
